term,crn,catalog_id,section,credits,title,timecodes,instructor
Spring2023,37582,SWEG 6530,01,3.000,Applications and Data Security,[' TBA 01/17-05/10'],Mirco   Speretta
Spring2023,37583,SWEG 6962,01,3.000,Capstone Professional Project II,['TR 0500pm-0615pm 01/17-05/10'],Mallika Arachchilage Danushka Sandaruwan  Bandara
Spring2023,38248,SWEG 6971,01,3.000,Thesis I,[' TBA 01/17-05/10'],
Spring2023,37109,SPAN 1110,01,3.000,Elementary Spanish I,"['MR 1100am-1150am 01/17-05/10', 'W 1000am-1050am 01/17-05/10']",Luis Alberto   Rodriguez Cortes
Spring2023,37110,SPAN 1110,02,3.000,Elementary Spanish I,"['MR 1230pm-0120pm 01/17-05/10', 'W 1200pm-1250pm 01/17-05/10']",Luis Alberto   Rodriguez Cortes
Spring2023,37111,SPAN 1110,03,3.000,Elementary Spanish I,['MWR 0400pm-0450pm 01/17-05/10'],Juan   Arango
Spring2023,38757,SPAN 1110,04,3.000,Elementary Spanish I,['MWR 0400pm-0450pm 01/17-05/10'],Kristofer   Kelso
Spring2023,38758,SPAN 1110,05,3.000,Elementary Spanish I,['MWR 0500pm-0550pm 01/17-05/10'],Juan   Arango
Spring2023,38759,SPAN 1110,06,3.000,Elementary Spanish I,['MWR 0500pm-0550pm 01/17-05/10'],Kristofer   Kelso
Spring2023,37112,SPAN 1111,01,3.000,Elementary Spanish II,"['MR 1100am-1150am 01/17-05/10', 'W 1000am-1050am 01/17-05/10']",Maria A.  Arce
Spring2023,37113,SPAN 1111,02,3.000,Elementary Spanish II,"['MR 1230pm-0120pm 01/17-05/10', 'W 1200pm-1250pm 01/17-05/10']",Maria A.  Arce
Spring2023,37114,SPAN 1111,03,3.000,Elementary Spanish II,"['TF 1230pm-0120pm 01/17-05/10', 'W 0100pm-0150pm 01/17-05/10']",Viviana G.  Rigo de Alonso
Spring2023,38014,SPAN 1111,04,3.000,Elementary Spanish II,"['TF 0930am-1020am 01/17-05/10', 'W 0900am-0950am 01/17-05/10']",Laura   Gasca Jimenez
Spring2023,38144,SPAN 1111,05,3.000,Elementary Spanish II,['TWF 1100am-1150am 01/17-05/10'],Laura   Gasca Jimenez
Spring2023,38760,SPAN 1111,06,3.000,Elementary Spanish II,"['TF 0200pm-0250pm 01/17-05/10', 'W 0300pm-0350pm 01/17-05/10']",Viviana G.  Rigo de Alonso
Spring2023,37115,SPAN 2210,01,3.000,Intermediate Spanish I,"['MR 1100am-1150am 01/17-05/10', 'W 1000am-1050am 01/17-05/10']",Carolina   Anon Suarez
Spring2023,37116,SPAN 2210,02,3.000,Intermediate Spanish I,"['MR 0930am-1020am 01/17-05/10', 'W 0900am-0950am 01/17-05/10']",Carolina   Anon Suarez
Spring2023,37117,SPAN 2210,03,3.000,Intermediate Spanish I,"['MR 1230pm-0120pm 01/17-05/10', 'W 1200pm-1250pm 01/17-05/10']",Gabriela   Pavon
Spring2023,38762,SPAN 2210,04,3.000,Intermediate Spanish I,['MWR 0200pm-0250pm 01/17-05/10'],Gabriela   Pavon
Spring2023,37119,SPAN 2211,02,3.000,Intermediate Spanish II,"['TF 0930am-1020am 01/17-05/10', 'W 0900am-0950am 01/17-05/10']",M Covadonga   Arango-Martin
Spring2023,37120,SPAN 2211,03,3.000,Intermediate Spanish II,['TWF 1100am-1150am 01/17-05/10'],M Covadonga   Arango-Martin
Spring2023,37122,SPAN 2220,01,3.000,Topics in Language and Culture,['TF 1230pm-0145pm 01/17-05/10'],Jerelyn M.  Johnson
Spring2023,38764,SPAN 3225,01,3.000,Spanish and English in Contrast,['MR 0200pm-0315pm 01/17-05/10'],Michelle Leigh  Farrell
Spring2023,38765,SPAN 3231N,02,3.000,Career-Oriented Spanish for Nursing and Health Studies,['MR 1230pm-0145pm 01/17-05/10'],Carolina   Anon Suarez
Spring2023,37124,SPAN 3245,01,3.000,Analysis and Interpretation of Hispanic Literature,['MR 0930am-1045am 01/17-05/10'],Luis Alberto   Rodriguez Cortes
Spring2023,38766,SPAN 3253,01,3.000,Spanish-American Civilization,['TF 1100am-1215pm 01/17-05/10'],Viviana G.  Rigo de Alonso
Spring2023,38146,SPAN 3271,01,3.000,Hispanic Film,['MR 0330pm-0445pm 01/17-05/10'],Michelle Leigh  Farrell
Spring2023,38767,SPAN 3286,01,3.000,Languages and Identities: Sociolinguistic Approaches to Spanish in the U.S.,['TF 1230pm-0145pm 01/17-05/10'],Laura   Gasca Jimenez
Spring2023,38683,SPAN 3990,01,3.000,Independent Study,[' TBA 01/17-05/10'],
Spring2023,38768,SPAN 4311,01,3.000,"Glory, Splendor, and Decay: Spanish Golden Age Literature",['TF 1230pm-0145pm 01/17-05/10'],M Covadonga   Arango-Martin
Spring2023,38769,SPAN 4353,01,3.000,Spanish-American Narrative,['R 0500pm-0730pm 01/17-05/10'],Luis Alberto   Rodriguez Cortes
Spring2023,38499,SPED 4403,01,3.000,Foundations in Research and Evaluation of Psychoeducational Issues in Special Education,['M 0715pm-0915pm 01/17-05/10'],Emily R.  Shamash
Spring2023,37719,SPED 4411,01,3.000,Introduction to Individuals with Intellectual Disabilities,['T 0455pm-0655pm 01/17-05/10'],Alyson Margaret  Martin
Spring2023,37720,SPED 4417,01,3.000,Introduction to Children and Youth with Emotional Disturbances,['W 0455pm-0655pm 01/17-05/10'],Deborah L.  Edelman
Spring2023,37721,SPED 5403,01,3.000,Foundations in Research and Evaluation of Psychoeducational Issues in Special Education,['M 0455pm-0655pm 01/17-05/10'],Emily R.  Shamash
Spring2023,37722,SPED 5411,01,3.000,Introduction to Individuals with Intellectual Disabilities,['T 0455pm-0655pm 01/17-05/10'],Alyson Margaret  Martin
Spring2023,37723,SPED 5413,01,3.000,Theories of and Introduction to Learning Disabilities,['W 0455pm-0655pm 01/17-05/10'],Evagelia   Bilias
Spring2023,37724,SPED 5417,01,3.000,Introduction to Children and Youth with Social and Emotional Disturbances,['W 0455pm-0655pm 01/17-05/10'],Deborah L.  Edelman
Spring2023,37726,SPED 5487,01,3.000,Developmental Literacy II: Essentials of Vocabulary and Text Comprehension,['R 0715pm-0915pm 01/17-05/10'],Jennifer C.  Hornyak
Spring2023,37727,SPED 6537,01,3.000,Curriculum and Methods for Students with Mild to Moderate Disabilities,['M 0715pm-0915pm 01/17-05/10'],Alyson Margaret  Martin
Spring2023,37728,SPED 6561,01,3.000,Diagnostic Procedures in Special Education of Youth with Disabilities,['M 0455pm-0655pm 01/17-05/10'],Barbara   Boller
Spring2023,38126,SPED 6578,01,3.000,Intensive Instruction II for the Non-Responsive Reader Using the Wilson Reading System,['R 0455pm-0915pm 01/17-05/10'],Debra L  Hillemeir
Spring2023,38133,SPED 6579,01,1.500,Clinical Intensive Instruction II for the Non-Responsive Reader in Grades 3+,[' TBA 01/17-05/10'],Debra L  Hillemeir
Spring2023,38127,SPED 6951,02,3.000,Practicum/DSAP in Special Education,[' TBA 01/17-05/10'],Emily R.  Shamash
Spring2023,38128,SPED 6952,02,3.000,Practicum/DSAP in Special Education,[' TBA 01/17-05/10'],Emily R.  Shamash
Spring2023,37729,SPED 6953,01,6.000,Student Teaching in Special Education,[' TBA 01/17-05/10'],Emily R.  Shamash
Spring2023,37730,SPED 6954,01,3.000,SPED 6954 Student Teaching/DSAP Seminar in Special Education,['M 0455pm-0655pm 01/17-05/10'],Alyson Margaret  Martin
Spring2023,37731,SPED 6999,01,0.000,Comprehensive Examination in Special Education,[' TBA 03/29-03/31'],Emily R.  Shamash
Spring2023,37962,STAT 2200,01,3.000,Statistical Computing,"['MR 0930am-1020am 01/17-05/10', 'W 0900am-0950am 01/17-05/10']",Christopher   Casement
Spring2023,38903,SART 1011,01,3.000,Introduction to Sculpture,['M 0930am-1200pm 01/17-05/10'],Michael F  Donovan
Spring2023,38904,SART 1013,01,3.000,Introduction to Figure Drawing,['R 1100am-0130pm 01/17-05/10'],Suzanne   Chamlin-Richer
Spring2023,38905,SART 1101,01,3.000,Digital Tools in Art Making,[' TBA 01/17-05/10'],Tonya   Lee
Spring2023,37828,SART 1105,01,3.000,Color Workshop,['R 0200pm-0430pm 01/17-05/10'],Matthew   Shelley
Spring2023,38906,SART 1132,02,3.000,Sculpture: Construction and Subtraction,['W 0930am-1200pm 01/17-05/10'],Michael F  Donovan
Spring2023,37830,SART 1134,01,3.000,Digital Photography,['W 0930am-1200pm 01/17-05/10'],Cheryl Y.  Edwards
Spring2023,37831,SART 1134,02,3.000,Digital Photography,['F 1100am-0130pm 01/17-05/10'],Jed Morgan  Post
Spring2023,38907,SART 1136,01,3.000,Artist Book Construction,['T 0200pm-0430pm 01/17-05/10'],Kathryn J.  Yarrington
Spring2023,38908,SART 1136,02,3.000,Artist Book Construction,['W 1100am-0130pm 01/17-05/10'],Kathryn J.  Yarrington
Spring2023,38343,SART 1139,01,3.000,Watercolor,['M 1100am-0130pm 01/17-05/10'],Suzanne   Chamlin-Richer
Spring2023,38344,SART 1139,02,3.000,Watercolor,['M 0200pm-0430pm 01/17-05/10'],Suzanne   Chamlin-Richer
Spring2023,38345,SART 1140,01,3.000,Darkroom Photography,['F 0200pm-0430pm 01/17-05/10'],Jed Morgan  Post
Spring2023,38909,SART 2235,01,3.000,Advanced Drawing,['R 1100am-0130pm 01/17-05/10'],Matthew   Shelley
Spring2023,37845,SART 3299,01,3.000,Advanced Projects Seminar,['W 0200pm-0430pm 01/17-05/10'],Kathryn J.  Yarrington
Spring2023,37832,SART 4301,01,3.000,Exhibition Seminar,[' TBA 01/17-05/10'],Kathryn J.  Yarrington
Spring2023,37732,TSLA 5467,01,3.000,Language Acquisition,['W 0455pm-0655pm 01/17-05/10'],Antonio   Simoes
Spring2023,38130,TSLA 5527,01,3.000,Testing and Assessment in TESOL and Bilingual Programs,['T 0455pm-0655pm 01/17-05/10'],Kristina R  Lawson
Spring2023,37735,TSLA 6530,01,3.000,Content Language and Reading Acquisition for English Language Learners and Special Needs Students,['M 0455pm-0655pm 01/17-05/10'],Anne E  Campbell
Spring2023,38131,TSLA 6581,01,6.000,Directed Observation and Supervised Student Teaching,[' TBA 01/17-05/10'],Michael A.  Camporiale
Spring2023,37736,TSLA 6582,01,3.000,TESOL Student Teaching and DSAP Seminar,['W 0455pm-0655pm 01/17-05/10'],Michael A.  Camporiale
Spring2023,37737,TSLA 6588,01,3.000,Directed Observation I for TESOL/DSAP Candidates,[' TBA 01/17-05/10'],Anne E  Campbell
Spring2023,37738,TSLA 6589,01,3.000,Directed Observation II for TESOL/DSAP Candidates,[' TBA 01/17-05/10'],Michael A.  Camporiale
Spring2023,38627,TSLA 6589,02,3.000,Directed Observation II for TESOL/DSAP Candidates,[' TBA 01/17-05/10'],Anne E  Campbell
Spring2023,37739,TSLA 6999A,01,3.000,Capstone Seminar in Inclusive Language Teaching,['W 0455pm-0655pm 01/17-05/10'],Anne E  Campbell
Spring2023,37633,TAXN 6520,01,3.000,International Taxation,['MR 0150pm-0450pm 03/20-05/05'],Kathi M.  Mettler
Spring2023,37634,TAXN 6550,01,3.000,Tax Planning,['TR 0630pm-0930pm 03/20-05/05'],Tessa Anne  Criticos
Spring2023,39006,TAXN 6980,01,3.000,Practicum in Taxation,[' TBA 01/17-05/10'],Kathi M.  Mettler
Spring2023,37833,THTR 1011,01,3.000,Exploring Theatre,['TF 1100am-1215pm 01/17-05/10'],Lynne K.  Porter
Spring2023,38511,THTR 1011,02,3.000,Exploring Theatre,['TF 1230pm-0145pm 01/17-05/10'],Julie A.  Learson
Spring2023,37834,THTR 1030,01,3.000,Acting I,['MR 0330pm-0445pm 01/17-05/10'],Martha S.  LoMonaco
Spring2023,37835,THTR 1150,01,3.000,Introduction to Entertainment Technology,['MR 0930am-1045am 01/17-05/10'],Anne F.  Kendall
Spring2023,38910,THTR 1155,01,3.000,Design I,['TF 0200pm-0315pm 01/17-05/10'],Lynne K.  Porter
Spring2023,39035,THTR 1200,01,3.000,American Women Playwrights,['MR 1230pm-0145pm 01/17-05/10'],Martha S.  LoMonaco
Spring2023,38911,THTR 2900,01,3.000,Special Topics: Queer Theatre,['MR 1100am-1215pm 01/17-05/10'],Jackob   Hofmann
Spring2023,37384,WGSS 4999,01,3.000,Capstone Seminar,['MR 0930am-1045am 01/17-05/10'],Shannon E.  Kelley
