term,crn,catalog_id,section,credits,title,timecodes,instructor
Spring2023,37558,MEEG 3308,02,3.000,Strength of Materials,['TF 0200pm-0315pm 01/17-05/10'],Mobin   Rastgar Agah
Spring2023,37559,MEEG 3318,01,3.000,Finite Element Analysis,['MR 0930am-1045am 01/17-05/10'],Sriharsha   Srinivas Sundarram
Spring2023,37560,MEEG 3318,02,3.000,Finite Element Analysis,['MR 1100am-1215pm 01/17-05/10'],Sriharsha   Srinivas Sundarram
Spring2023,37561,MEEG 3342,01,3.000,Applications of Thermodynamics,['MR 0200pm-0315pm 01/17-05/10'],Shahrokh   Etemad
Spring2023,37562,MEEG 3342,02,3.000,Applications of Thermodynamics,['MR 0330pm-0445pm 01/17-05/10'],Shahrokh   Etemad
Spring2023,38894,MEEG 3347,01,3.000,Fluid Mechanics,['W 0800am-1030am 01/17-05/10'],Brendan S.  Mascarenhas
Spring2023,37565,MEEG 3348L,01,1.000,Thermal and Fluids Lab,['T 0200pm-0400pm 01/17-05/10'],Naser   Haghbin
Spring2023,37566,MEEG 3348L,02,1.000,Thermal and Fluids Lab,['T 0400pm-0600pm 01/17-05/10'],Naser   Haghbin
Spring2023,37567,MEEG 4310L,01,1.000,Product Manufacturing Lab,['T 1100am-0100pm 01/17-05/10'],"Dominic   Figueiredo (P), Naser   Hagh"
Spring2023,37568,MEEG 4312,01,3.000,Advanced Product Design and Manufacturing,['TF 0930am-1045am 01/17-05/10'],Naser   Haghbin
Spring2023,38236,MEEG 4319,01,3.000,Applications of Finite Element Analysis,['T 0630pm-0900pm 01/17-05/10'],George V.  Bauer
Spring2023,38874,MEEG 4324,01,3.000,Micro and Nano Manufacturing,['MR 0200pm-0315pm 01/17-05/10'],Sriharsha   Srinivas Sundarram
Spring2023,38237,MEEG 4327,01,3.000,Fracture Mechanics,['R 0630pm-0900pm 01/17-05/10'],Joseph P.  McFadden
Spring2023,37569,MEEG 4353,01,3.000,Computational Fluid Dynamics,['W 1100am-0130pm 01/17-05/10'],Brendan S.  Mascarenhas
Spring2023,37570,MEEG 5301,01,3.000,Feedback and Control Systems,['T 0630pm-0900pm 01/17-05/10'],Ryan A.  Munden
Spring2023,37591,MEEG 5305,01,3.000,Design of Mechatronics Systems,['M 0630pm-0900pm 01/17-05/10'],Andrew   Judge
Spring2023,37590,MEEG 5310L,01,1.000,Product Manufacturing Lab,['T 1100am-0100pm 01/17-05/10'],"Dominic   Figueiredo (P), Naser   Hagh"
Spring2023,37589,MEEG 5312,01,3.000,Advanced Product Design and Manufacturing,['TF 0930am-1045am 01/17-05/10'],Naser   Haghbin
Spring2023,38242,MEEG 5319,01,3.000,Applications of Finite Element Analysis,['T 0630pm-0900pm 01/17-05/10'],George V.  Bauer
Spring2023,38867,MEEG 5324,01,3.000,Micro and Nano Manufacturing,['MR 0200pm-0315pm 01/17-05/10'],Sriharsha   Srinivas Sundarram
Spring2023,38241,MEEG 5327,01,3.000,Fracture Mechanics,['R 0630pm-0900pm 01/17-05/10'],Joseph P.  McFadden
Spring2023,37588,MEEG 5353,01,3.000,Computational Fluid Dynamics,['W 1100am-0130pm 01/17-05/10'],Brendan S.  Mascarenhas
Spring2023,38652,MEEG 6972,SS,3.000,Thesis II,[' TBA 01/17-05/10'],Sriharsha   Srinivas Sundarram
Spring2023,37823,MUSC 1101,01,3.000,The History of Jazz,['M 0500pm-0730pm 01/17-05/10'],John   Fumasoli
Spring2023,38323,MUSC 1101,02,3.000,The History of Jazz,['W 1100am-0130pm 01/17-05/10'],John   Fumasoli
Spring2023,38324,MUSC 1103,01,3.000,History of Music: 400-1700,['TF 1100am-1215pm 01/17-05/10'],Alan C.  Murchie
Spring2023,37824,MUSC 1104,01,3.000,History of Music: 1700-1964,['MR 1100am-1215pm 01/17-05/10'],Michael Anthony  Ciavaglia
Spring2023,37825,MUSC 1104,02,3.000,History of Music: 1700-1964,['MR 0200pm-0315pm 01/17-05/10'],Michael Anthony  Ciavaglia
Spring2023,37826,MUSC 1122,01,3.000,World Music History and Ensemble,['MR 1230pm-0145pm 01/17-05/10'],Margaret Collins  Stoop
Spring2023,38898,MUSC 1953,01,0.000/1.000,Jazz Ensemble,['T 0500pm-0730pm 01/17-05/10'],
Spring2023,38328,MUSC 2236,01,3.000,Digital Audio Workstation,['TF 0930am-1045am 01/17-05/10'],Michael Andrew  Cooney
Spring2023,38329,MUSC 2244,01,3.000,Music of the 20th Century,['TF 1230pm-0145pm 01/17-05/10'],Michael Anthony  Ciavaglia
Spring2023,38899,MUSC 2250,01,3.000,Music Theory and Composition II,['TF 1100am-1215pm 01/17-05/10'],Michael Anthony  Ciavaglia
Spring2023,38330,MUSC 3916,01,2.000,Private Lessons: Guitar,[' TBA 01/17-05/10'],Melissa A.  Roberto
Spring2023,38331,MUSC 3919,01,0.000/2.000,Private Lessons: Percussion,[' TBA 01/17-05/10'],Melissa A.  Roberto
Spring2023,38332,MUSC 3920,01,2.000,Private Lessons: Piano,[' TBA 01/17-05/10'],Melissa A.  Roberto
Spring2023,38900,MUSC 3923,01,0.000/2.000,Private Lessons: Saxophone,[' TBA 01/17-05/10'],Melissa A.  Roberto
Spring2023,38333,MUSC 3925,01,2.000,Private Lessons: Trumpet,[' TBA 01/17-05/10'],Melissa A.  Roberto
Spring2023,38334,MUSC 3926,01,2.000,Private Lessons: Violin,[' TBA 01/17-05/10'],Melissa A.  Roberto
Spring2023,38901,MUSC 3927,01,0.000/2.000,Private Lessons: Viola,[' TBA 01/17-05/10'],Melissa A.  Roberto
Spring2023,38335,MUSC 3928,01,2.000,Private Lessons: Voice,[' TBA 01/17-05/10'],Melissa A.  Roberto
Spring2023,38336,MUSC 3951,01,0.000/1.000,Instrumental Ensembles,['TR 0600pm-0725pm 01/17-05/10'],Jonathan G.  Grauer
Spring2023,38337,MUSC 3951,02,0.000/1.000,Instrumental Ensembles,['TR 0730pm-0925pm 01/17-05/10'],Jonathan G.  Grauer
Spring2023,37274,NURS 1110,01,3.000,Introduction to Professional Nursing,['MR 0930am-1045am 01/17-05/10'],Pamela   Barnwell-Sanders
Spring2023,37275,NURS 1110,02,3.000,Introduction to Professional Nursing,['W 0200pm-0430pm 01/17-05/10'],Kristin   Meyer
Spring2023,38406,NURS 1110,03,3.000,Introduction to Professional Nursing,['MR 0930am-1045am 01/17-05/10'],Erica   Wuchiski
Spring2023,37276,NURS 1112,01,3.000,Healthcare Delivery Systems,['TF 1230pm-0145pm 01/17-05/10'],Lucina   Kimpel
Spring2023,37277,NURS 1112,02,3.000,Healthcare Delivery Systems,['W 0200pm-0430pm 01/17-05/10'],Jessica   Planas
Spring2023,38407,NURS 1112,03,3.000,Healthcare Delivery Systems,['W 0200pm-0430pm 01/17-05/10'],Erin   Fusco
Spring2023,37279,NURS 2270,01,4.000,Health Assessment,['W 1100am-1240pm 01/17-05/10'],Danielle E.  Hall
Spring2023,37278,NURS 2270,02,4.000,Health Assessment,['T 0320pm-0500pm 01/17-05/10'],Diana R.  Mager
Spring2023,37285,NURS 2270L,08,0.000,Health Assessment Lab,['R 1230pm-0350pm 01/17-05/10'],"Gina   Petersen (P), Pamela   Barnwell-Sand"
Spring2023,38415,NURS 2272,01,4.000,Geriatric Nursing,['MR 1100am-1215pm 01/17-05/10'],Pamela   Barnwell-Sanders
Spring2023,38414,NURS 2272C,X,0.000,Geriatric Nursing Clinical,[' TBA 01/17-05/10'],Pamela   Barnwell-Sanders
Spring2023,37288,NURS 3305,01,4.000,Mental Health Nursing,['MR 1100am-1215pm 01/17-05/10'],Janice   Holmes
Spring2023,37289,NURS 3305,02,4.000,Mental Health Nursing,['MR 0930am-1045am 01/17-05/10'],Janice   Holmes
Spring2023,37290,NURS 3305C,X,0.000,Mental Health Nursing Clinical,[' TBA 01/17-05/10'],Janice   Holmes
Spring2023,37291,NURS 3310,01,3.000,Foundations of Research for Evidence Based Practice,['TF 0200pm-0315pm 01/17-05/10'],Mary M  Murphy
Spring2023,39058,NURS 3310,02,3.000,Foundations of Research for Evidence Based Practice,['MR 1230pm-0145pm 01/17-05/10'],Erica   Wuchiski
Spring2023,39059,NURS 3310,03,3.000,Foundations of Research for Evidence Based Practice,['MR 1230pm-0145pm 01/17-05/10'],Erin   Fusco
Spring2023,39060,NURS 3310,04,3.000,Foundations of Research for Evidence Based Practice,['MR 1230pm-0145pm 01/17-05/10'],Christine Y  Denhup
Spring2023,39061,NURS 3310,05,3.000,Foundations of Research for Evidence Based Practice,['MR 0330pm-0445pm 01/17-05/10'],Christine Y  Denhup
Spring2023,37295,NURS 3312,01,5.000,Medical Surgical Nursing I,['MR 1100am-1215pm 01/17-05/10'],Danielle E.  Hall
Spring2023,37296,NURS 3312,02,5.000,Medical Surgical Nursing I,['MR 1100am-1215pm 01/17-05/10'],Karen H.  Burrows
Spring2023,37297,NURS 3312,03,5.000,Medical Surgical Nursing I,['MR 1100am-1215pm 01/17-05/10'],Rose   Iannino-Renz
Spring2023,37298,NURS 3312C,X,0.000,Medical Surgical Nursing I Clinical,[' TBA 01/17-05/10'],"Rose   Iannino-Renz (P), Karen H.  Burrows , Danielle E.  H"
Spring2023,37299,NURS 3314,01,4.000,Maternal and Newborn Nursing,['MR 0930am-1045am 01/17-05/10'],Christa Palancia  Esposito
Spring2023,37300,NURS 3314,02,4.000,Maternal and Newborn Nursing,['MR 0930am-1045am 01/17-05/10'],Katherine   Dalton
Spring2023,37301,NURS 3314C,X,0.000,Maternal and Newborn Nursing Clinical,[' TBA 01/17-05/10'],"Christa Palancia  Esposito (P), Katherine   Dal"
Spring2023,37302,NURS 4321,01,3.000,Professional Nursing Leadership,['W 0200pm-0430pm 01/17-05/10'],Laura A.  Conklin
Spring2023,37303,NURS 4321,02,3.000,Professional Nursing Leadership,['W 0200pm-0430pm 01/17-05/10'],Danielle E.  Hall
Spring2023,37304,NURS 4321,03,3.000,Professional Nursing Leadership,['W 0200pm-0430pm 01/17-05/10'],Linda N.  Roney
Spring2023,38940,NURS 4321,04,3.000,Professional Nursing Leadership,['F 0930am-1215pm 01/17-05/10'],Erin   Fusco
Spring2023,38416,NURS 4323,01,4.000,Pediatric Nursing,['MR 0200pm-0315pm 01/17-05/10'],Linda N.  Roney
Spring2023,37305,NURS 4323C,X,0.000,Pediatric Nursing Clinical,[' TBA 01/17-05/10'],Linda N.  Roney
Spring2023,38429,NURS 4323C,X2,0.000,Pediatric Nursing Clinical,[' TBA 01/17-05/10'],Christine Y  Denhup
Spring2023,38426,NURS 4325,01,5.000,Medical Surgical Nursing II,['TF 0800am-0915am 01/17-05/10'],Cynthia A.  Bautista
Spring2023,38430,NURS 4325C,X,0.000,Medical Surgical Nursing II Clinical,[' TBA 01/17-05/10'],Cynthia A.  Bautista
Spring2023,37306,NURS 4330,01,4.000,Population Health,['W 0800am-1030am 01/17-05/10'],Diana R.  Mager
Spring2023,37307,NURS 4330,02,4.000,Population Health,['W 1100am-0130pm 01/17-05/10'],Diana R.  Mager
Spring2023,37308,NURS 4330C,X,0.000,Population Health Clinical,[' TBA 01/17-05/10'],Diana R.  Mager
Spring2023,37309,NURS 4332,01,4.000,Transition to Professional Nursing,['W 0500pm-0550pm 01/17-05/10'],Katherine   Saracino
Spring2023,37310,NURS 4332,02,4.000,Transition to Professional Nursing,['W 0500pm-0550pm 01/17-05/10'],Rose   Iannino-Renz
Spring2023,37311,NURS 4332C,X,0.000,Transition to Professional Nursing Clinical,[' TBA 01/17-05/10'],"Rose   Iannino-Renz (P), Katherine   Sarac"
Spring2023,37312,NURS 4360,01,3.000,Critical Care Nursing,['W 0800am-1030am 01/17-05/10'],"Cynthia A.  Bautista (P), Mary M  Mur"
Spring2023,37313,NURS 4360,02,3.000,Critical Care Nursing,['W 1100am-0130pm 01/17-05/10'],"Cynthia A.  Bautista (P), Mary M  Mur"
Spring2023,38443,NURS 5323C,X,0.000,Pediatric Nursing Clinical,[' TBA 01/17-05/10'],Christine Y  Denhup
Spring2023,38418,NURS 5325,01,5.000,Medical Surgical Nursing II,['TF 0800am-0915am 01/17-05/10'],Cynthia A.  Bautista
Spring2023,38439,NURS 5325C,X,0.000,Medical Surgical Nursing II Clinical,[' TBA 01/17-05/10'],Cynthia A.  Bautista
Spring2023,39087,NURS 5332,01,4.000,Transition to Professional Nursing,['W 0500pm-0550pm 01/17-05/10'],Rose   Iannino-Renz
Spring2023,39088,NURS 5360,01,3.000,Critical Care Nursing,['W 0800am-1030am 01/17-05/10'],"Cynthia A.  Bautista (P), Mary M  Mur"
Spring2023,39089,NURS 5360,02,3.000,Critical Care Nursing,['W 1100am-0130pm 01/17-05/10'],"Cynthia A.  Bautista (P), Mary M  Mur"
Spring2023,37314,NURS 6521,01,3.000,Healthcare Leadership Roles for Systems Improvement,[' TBA 01/17-05/10'],Sally O.  Gerard
Spring2023,37315,NURS 6524,01,5.000,Quality Outcomes Management II,['W 0500pm-0730pm 01/17-05/10'],Sally O.  Gerard
Spring2023,38411,NURS 6951,01,4.000,Master's Leadership Practicum,['R 0500pm-0730pm 01/17-05/10'],Sally O.  Gerard
Spring2023,37316,NURS 7601,01,3.000,Epidemiology and Biostatistics,['T 0500pm-0730pm 01/17-05/10'],
Spring2023,37317,NURS 7601,02,3.000,Epidemiology and Biostatistics,['W 0200pm-0430pm 01/17-05/10'],Nancy A.  Moriber
Spring2023,39079,NURS 7601,03,3.000,Epidemiology and Biostatistics,['W 0500pm-0730pm 01/17-05/10'],Alison E.  Kris
Spring2023,37318,NURS 7604,01,4.000,Advanced Health Assessment,['R 0500pm-0900pm 01/17-05/10'],John Joseph  DiGiacomo
Spring2023,39080,NURS 7604,02,4.000,Advanced Health Assessment,[' TBA 01/17-05/10'],
Spring2023,37319,NURS 7605,01,3.000,Advanced Health Policy,[' TBA 01/17-05/10'],Lisa   Sundean
Spring2023,38409,NURS 7605,02,3.000,Advanced Health Policy,['M 0500pm-0730pm 01/17-05/10'],
Spring2023,37320,NURS 7608,01,3.000,Research Methods for Evidence-Based Practice,"['M 0500pm-0730pm 01/17-05/10', 'M 0500pm-0730pm 01/17-05/10', 'M 0500pm-0730pm 01/17-05/10', 'M 0500pm-0730pm 01/17-05/10', 'M 0500pm-0730pm 01/17-05/10', 'M 0500pm-0730pm 01/17-05/10']",Dorothy   Vittner
Spring2023,37321,NURS 7608,02,3.000,Research Methods for Evidence-Based Practice,['R 0500pm-0730pm 01/17-05/10'],Dorothy   Vittner
Spring2023,39081,NURS 7608,03,3.000,Research Methods for Evidence-Based Practice,[' TBA 01/17-05/10'],Lisa   Sundean
Spring2023,37322,NURS 7612,01,3.000,Research Translation for Clinical Practice,['R 0500pm-0730pm 01/17-05/10'],"Cynthia A.  Bautista (P), Nancy A.  Mori"
Spring2023,37323,NURS 7615,01,3.000,Leadership and Interprofessional Collaboration,['W 0500pm-0730pm 01/17-05/10'],Dorothy   Vittner
Spring2023,37324,NURS 7615,02,3.000,Leadership and Interprofessional Collaboration,['W 0500pm-0730pm 01/17-05/10'],David M.  Depukat
Spring2023,37325,NURS 7641,01,3.000,Advanced Pharmacology,['T 0500pm-0730pm 01/17-05/10'],Rose   Iannino-Renz
Spring2023,37326,NURS 7641,02,3.000,Advanced Pharmacology,['W 0500pm-0730pm 01/17-05/10'],Rose   Iannino-Renz
Spring2023,37327,NURS 7643,01,4.000,Adult Health II,['M 0500pm-0830pm 01/17-05/10'],Erin   Fusco
Spring2023,37328,NURS 7647,01,3.000,Care of At-Risk Populations,['T 0600pm-0830pm 01/17-05/10'],Jaclyn Elizabeth  Conelius
Spring2023,37329,NURS 7652,01,3.000,Mental Health Nursing of Individuals Across the Lifespan,['T 0500pm-0730pm 01/17-05/10'],Kathleen A.  Wheeler
Spring2023,37330,NURS 7659,01,3.000,Foundational Clinical Skills for Advanced Psychiatric Nursing Practice,['W 0500pm-0730pm 01/17-05/10'],Karen Joyce  Corcoran
Spring2023,37331,NURS 7663,01,2.000,Primary Mental Health Nursing of At-Risk Populations Across the Lifespan,['R 0610pm-0740pm 01/17-05/10'],Kathleen A.  Wheeler
Spring2023,37332,NURS 7687,01,1.000-6.000,DNP Immersion,[' TBA 01/17-05/10'],Joyce Muriel  Shea
Spring2023,37333,NURS 7687,02,1.000-6.000,DNP Immersion,[' TBA 01/17-05/10'],Joyce Muriel  Shea
Spring2023,37334,NURS 7687,03,1.000-6.000,DNP Immersion,[' TBA 01/17-05/10'],Nancy A.  Moriber
Spring2023,37335,NURS 7697,01,1.000,DNP Seminar I,['T 0330pm-0430pm 01/17-05/10'],Cynthia A.  Bautista
Spring2023,37336,NURS 7697,02,1.000,DNP Seminar I,['R 0330pm-0430pm 01/17-05/10'],Cynthia A.  Bautista
Spring2023,37337,NURS 7699,01,1.000,DNP Seminar II,[' TBA 01/17-05/10'],Nancy A.  Moriber
Spring2023,37338,NURS 7953,01,4.000,Clinical Conference Across the Lifespan: FNP Practicum II,['T 0500pm-0550pm 01/17-05/10'],Jaclyn Elizabeth  Conelius
Spring2023,37339,NURS 7956,01,4.000,Practicum III: PMHNP,['R 0500pm-0600pm 01/17-05/10'],Kathleen A.  Wheeler
Spring2023,39078,NSAN 7677,01,3.000,Principles of Nurse Anesthesia Practice III,[' TBA 01/17-05/10'],Steven Lewis  Belmont
Spring2023,37270,NSAN 7678,01,2.000,Clinical Correlation Conference,[' TBA 01/17-05/10'],Rose Danielle  Piccolo
Spring2023,37271,NSAN 7952,01,1.000,Clinical Practicum II,[' TBA 01/17-05/10'],Leigh   Taylor
Spring2023,37272,NSAN 7955,01,2.000,Clinical Practicum V,[' TBA 01/17-05/10'],Leigh   Taylor
Spring2023,37273,NSMW 7622,01,3.000,"Primary Care and Gynecologic, Reproductive, and Sexual Health for Nurse Midwifery I",[' TBA 01/17-05/10'],Christa Palancia  Esposito
Spring2023,38404,NSMW 7627,01,3.000,Advanced Midwifery Management: At-Risk Childbirth,[' TBA 01/17-05/10'],Christa Palancia  Esposito
Spring2023,38405,NSMW 7954,01,2.000,Advanced Midwifery Clinical,[' TBA 01/17-05/10'],Christa Palancia  Esposito
Spring2023,39082,NUTR 7016,01,3.000,Lifecycle Nutrition,['R 0500pm-0730pm 01/17-05/10'],Elizabeth   Sack
Spring2023,37341,NUTR 7025,01,3.000,Nutritional Biochemistry,['M 0500pm-0730pm 01/17-05/10'],Lisa   Vitanza Bunce
Spring2023,38386,NUTR 7035,01,3.000,Advanced Nutrition Counseling,['M 0500pm-0730pm 01/17-05/10'],Mackenzie   Gordon
Spring2023,38387,NUTR 7050,01,3.000,Nutrition for Prevention and Treatment of Chronic Disease,['T 0500pm-0730pm 01/17-05/10'],Mackenzie   Gordon
Spring2023,39083,NUTR 7952,01,2.000,Food Systems Practicum,[' TBA 01/17-05/10'],Mackenzie   Gordon
Spring2023,39084,NUTR 7961,01,1.000,DCN Project Seminar I,['T 0330pm-0430pm 01/17-05/10'],Janet Diane  Stuhrcke
Spring2023,38390,NUTR 7962,01,1.000,DCN Project Seminar II,['W 0330pm-0430pm 01/17-05/10'],Janet Diane  Stuhrcke
Spring2023,38729,PJST 2400,01,3.000,"Community Engagement, Social Justice, and Social Change",['W 1100am-0130pm 01/17-05/10'],Andrea Louise  Canuel
Spring2023,37385,PHIL 1101,01,3.000,Introduction to Philosophy,['TF 1100am-1215pm 01/17-05/10'],Dennis K.  Keenan
Spring2023,37386,PHIL 1101,02,3.000,Introduction to Philosophy,['MR 1230pm-0145pm 01/17-05/10'],Sara   Brill
Spring2023,37387,PHIL 1101,03,3.000,Introduction to Philosophy,['MR 0200pm-0315pm 01/17-05/10'],Sara   Brill
Spring2023,37389,PHIL 1101,04,3.000,Introduction to Philosophy,['W 0800am-1030am 01/17-05/10'],Ryan T.  Drake
Spring2023,37399,PHIL 1101,05,3.000,Introduction to Philosophy,['F 0200pm-0430pm 01/17-05/10'],Ryan T.  Drake
Spring2023,37390,PHIL 1101,06,3.000,Introduction to Philosophy,"['MR 0930am-1020am 01/17-05/10', 'W 0900am-0950am 01/17-05/10']",
Spring2023,37395,PHIL 1101,07,3.000,Introduction to Philosophy,"['MR 1100am-1150am 01/17-05/10', 'W 1000am-1050am 01/17-05/10']",
Spring2023,38369,PHIL 1101,08,3.000,Introduction to Philosophy,['MR 0200pm-0315pm 01/17-05/10'],Jason A.  Smith
Spring2023,38368,PHIL 1101,09,3.000,Introduction to Philosophy,['MR 0330pm-0445pm 01/17-05/10'],Jason A.  Smith
Spring2023,37391,PHIL 1101,10,3.000,Introduction to Philosophy,['MR 0930am-1045am 01/17-05/10'],Kristin   Culbertson
Spring2023,37392,PHIL 1101,11,3.000,Introduction to Philosophy,['MR 1100am-1215pm 01/17-05/10'],Kristin   Culbertson
Spring2023,37394,PHIL 1101,12,3.000,Introduction to Philosophy,['TR 0500pm-0615pm 01/17-05/10'],Aaron   Bentley
Spring2023,37393,PHIL 1101,13,3.000,Introduction to Philosophy,['TR 0630pm-0745pm 01/17-05/10'],Aaron   Bentley
Spring2023,37396,PHIL 1101,14,3.000,Introduction to Philosophy,['MR 0800am-0915am 01/17-05/10'],Jose L.  Fernandez
Spring2023,37398,PHIL 1101,15,3.000,Introduction to Philosophy,['TF 0800am-0915am 01/17-05/10'],Jose L.  Fernandez
Spring2023,37400,PHIL 1101,16,3.000,Introduction to Philosophy,['MR 1100am-1215pm 01/17-05/10'],Daniel R.  Davenport
Spring2023,38022,PHIL 1101,17,3.000,Introduction to Philosophy,['TF 0200pm-0315pm 01/17-05/10'],Daniele   Botti
Spring2023,37388,PHIL 1101,18,3.000,Introduction to Philosophy,['MW 0500pm-0615pm 01/17-05/10'],Pamela E.  Corcoran
Spring2023,37397,PHIL 1101,19,3.000,Introduction to Philosophy,['MW 0630pm-0745pm 01/17-05/10'],Pamela E.  Corcoran
Spring2023,37401,PHIL 1101,20,3.000,Introduction to Philosophy,[' TBA 01/17-05/10'],Christopher   Paone
Spring2023,37402,PHIL 1101,21,3.000,Introduction to Philosophy,[' TBA 01/17-05/10'],Christopher   Paone
Spring2023,37403,PHIL 1101,22,3.000,Introduction to Philosophy,[' TBA 01/17-05/10'],Nicholas Benjamin  Harrison
Spring2023,37404,PHIL 1101,23,3.000,Introduction to Philosophy,[' TBA 01/17-05/10'],Nicholas Benjamin  Harrison
Spring2023,38482,PHIL 1101,24,3.000,Introduction to Philosophy,['MR 1100am-1215pm 01/17-05/10'],Ricardo   Friaz
Spring2023,38809,PHIL 1101,25,3.000,Introduction to Philosophy,['MR 1230pm-0145pm 01/17-05/10'],Ricardo   Friaz
Spring2023,38810,PHIL 1101,26,3.000,Introduction to Philosophy,['W 1100am-0130pm 01/17-05/10'],Nathan   Sheff
Spring2023,38811,PHIL 1101,27,3.000,Introduction to Philosophy,['MR 0200pm-0315pm 01/17-05/10'],Caitlin E.  Merritt
Spring2023,37405,PHIL 2200,01,3.000,Ancient Philosophy,['MR 0930am-1045am 01/17-05/10'],Daniel R.  Davenport
Spring2023,37408,PHIL 2217,01,3.000,Logic,['MWR 0400pm-0450pm 01/17-05/10'],
Spring2023,37409,PHIL 2220,01,3.000,Philosophy of Religion,['T 0500pm-0730pm 01/17-05/10'],Jason A.  Smith
Spring2023,38812,PHIL 2224,01,3.000,Critical Thinking,['TF 0200pm-0315pm 01/17-05/10'],Jason A.  Smith
Spring2023,38023,PHIL 2240,03,3.000,Introduction to Asian Philosophies,['MR 1230pm-0145pm 01/17-05/10'],Kristin   Culbertson
Spring2023,37411,PHIL 2260,01,3.000,Social and Political Philosophy,['MR 0930am-1045am 01/17-05/10'],Jose L.  Fernandez
Spring2023,38813,PHIL 2260,02,3.000,Social and Political Philosophy,['TF 0930am-1045am 01/17-05/10'],Jose L.  Fernandez
Spring2023,38814,PHIL 2263,02,3.000,The Concept of Human Rights,['TF 0330pm-0445pm 01/17-05/10'],Daniele   Botti
Spring2023,38815,PHIL 2270,01,3.000,Aesthetics,['W 1100am-0130pm 01/17-05/10'],Ryan T.  Drake
Spring2023,38244,PHIL 2900,01,3.000,S.Topic: Philosophy of Hip Hop,['W 1100am-0130pm 01/17-05/10'],Aaron   Bentley
Spring2023,38816,PHIL 2900,02,3.000,Special Topics (Shell),['W 0200pm-0430pm 01/17-05/10'],Aaron   Bentley
Spring2023,38817,PHIL 2900,03,3.000,Special Topics (Shell),['MR 0200pm-0315pm 01/17-05/10'],Kristin   Culbertson
Spring2023,38818,PHIL 3360,01,3.000,Critical Race Theory,['W 1100am-0130pm 01/17-05/10'],Kris F.  Sealey
Spring2023,38819,PHIL 4999,01,3.000,Capstone Experience,['TF 0930am-1045am 01/17-05/10'],Steven Mitchell  Bayne
Spring2023,37068,PHYS 1078,01,3.000,Nature of the Universe,[' TBA 01/17-05/10'],Joachim   Kuhn
Spring2023,37069,PHYS 1078,02,3.000,Nature of the Universe,[' TBA 03/20-05/05'],Joachim   Kuhn
Spring2023,39094,PHYS 1089,01,3.000,Physics of Sport,['MR 0200pm-0315pm 01/17-05/10'],Robert A.  Cordery
Spring2023,37070,PHYS 1093,01,3.000,Energy and Environment,['TF 0800am-0915am 01/17-05/10'],David Roberts  Winn
Spring2023,37071,PHYS 1146,01,3.000,General Physics for Life Sciences II,"['MR 0800am-0915am 01/17-05/10', 'W 0800am-0850am 01/17-05/10']",Robert A.  Cordery
Spring2023,37072,PHYS 1146,02,3.000,General Physics for Life Sciences II,"['MR 0930am-1045am 01/17-05/10', 'W 0900am-0950am 01/17-05/10']",Robert A.  Cordery
Spring2023,37074,PHYS 1146L,01,1.000,General Physics for Life Sciences II Lab,['M 0200pm-0430pm 01/17-05/10'],Jonathan J.  Stott
Spring2023,37075,PHYS 1146L,02,1.000,General Physics for Life Sciences II Lab,['T 0200pm-0430pm 01/17-05/10'],Frederick   Bird
Spring2023,37076,PHYS 1146L,03,1.000,General Physics for Life Sciences II Lab,['W 0200pm-0430pm 01/17-05/10'],David Roberts  Winn
Spring2023,37077,PHYS 1146L,04,1.000,General Physics for Life Sciences II Lab,['R 0200pm-0430pm 01/17-05/10'],Jonathan J.  Stott
Spring2023,37078,PHYS 1146L,05,1.000,General Physics for Life Sciences II Lab,['F 0200pm-0430pm 01/17-05/10'],Robert A.  Cordery
Spring2023,37079,PHYS 1146L,06,1.000,General Physics for Life Sciences II Lab,['R 0600pm-0830pm 01/17-05/10'],Edward   Grillo
Spring2023,37080,PHYS 1172,01,3.000,General Physics II,"['MR 1100am-1215pm 01/17-05/10', 'W 1000am-1050am 01/17-05/10']",Pierre   Christian
Spring2023,37081,PHYS 1172,02,3.000,General Physics II,"['MR 1230pm-0145pm 01/17-05/10', 'W 1200pm-1250pm 01/17-05/10']",Pierre   Christian
Spring2023,38066,PHYS 1172,03,3.000,General Physics II,"['TF 0800am-0915am 01/17-05/10', 'W 0800am-0850am 01/17-05/10']",Jonathan J.  Stott
Spring2023,39095,PHYS 1172,04,3.000,General Physics II,"['TF 1100am-1215pm 01/17-05/10', 'W 1100am-1150am 01/17-05/10']",Robert   Nazarian
Spring2023,37082,PHYS 1172L,01,1.000,General Physics II Lab,['M 0200pm-0430pm 01/17-05/10'],Jonathan J.  Stott
Spring2023,37083,PHYS 1172L,02,1.000,General Physics II Lab,['T 0200pm-0430pm 01/17-05/10'],Frederick   Bird
Spring2023,37084,PHYS 1172L,03,1.000,General Physics II Lab,['W 0200pm-0430pm 01/17-05/10'],David Roberts  Winn
Spring2023,37085,PHYS 1172L,04,1.000,General Physics II Lab,['R 0200pm-0430pm 01/17-05/10'],Jonathan J.  Stott
Spring2023,37086,PHYS 1172L,05,1.000,General Physics II Lab,['F 0200pm-0430pm 01/17-05/10'],Robert A.  Cordery
Spring2023,37087,PHYS 1172L,06,1.000,General Physics II Lab,['R 0600pm-0830pm 01/17-05/10'],Edward   Grillo
