nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0333638,Susan Graef,\N,\N,"editor,editorial_department,director","tt0105323,tt0384504,tt5326242,tt0109842"
nm0054096,William Barclay,\N,\N,"art_director,art_department,production_designer","tt0114576,tt0104348,tt0109506,tt0103859"
nm0006729,Pip Karmel,1963,\N,"writer,editor,editorial_department","tt0252501,tt0481141,tt0117631,tt0183503"
nm0001691,Geoffrey Rush,1951,\N,"actor,soundtrack,producer","tt0180073,tt0138097,tt0117631,tt1504320"
nm0104051,Justin Braine,\N,\N,actor,"tt0108709,tt0117631,tt0138574,tt0088580"
nm0865286,Sonia Todd,1959,\N,"actress,producer","tt0292414,tt0117631,tt0115417,tt0098896"
nm0382956,Scott Hicks,1953,\N,"director,writer,assistant_director","tt0220785,tt0117631,tt0098275,tt0120834"
nm0764982,Jan Sardi,\N,\N,"writer,director,script_department","tt0332280,tt0093120,tt0301563,tt0117631"
nm0779280,Jane Scott,\N,\N,"producer,production_manager,actress","tt0090555,tt1071812,tt0092493,tt0117631"
nm0801005,Geoffrey Simpson,\N,\N,"cinematographer,camera_department,miscellaneous","tt3860916,tt0117631,tt1588398,tt0095709"
nm0399624,Maggie Huculak,\N,\N,"actress,executive","tt0111987,tt0115420,tt1467403,tt0410953"
nm0125579,George Buza,1949,\N,actor,"tt0103584,tt0098851,tt0848557,tt0120903"
nm0233526,Reginald Doresa,\N,\N,actor,"tt0111227,tt0326065,tt0117634,tt0310924"
nm0287983,Neil Foster,\N,\N,"actor,miscellaneous","tt0105275,tt0352248,tt0300902,tt0115326"
nm0377286,Ellen-Ray Hennessy,\N,\N,actress,"tt0482527,tt0286653,tt0111987,tt0903131"
nm0614168,Colleen Murphy,\N,\N,"director,writer,script_department","tt0117634,tt0113045,tt0208883,tt0098457"
nm0464129,Jaan Kolk,\N,\N,"writer,script_department","tt0117634,tt0114177"
nm0945008,Elizabeth Yake,\N,\N,producer,"tt0210858,tt2872640,tt0461946,tt0388139"
